   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
  12,  13,  14,  14,  16,  16,  16,  17,  18,  19,  20,  20,  22,  21,  22,  24,  24,  25,  26
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   3,   4,   4,   5,   5,   5,   6,   6,  11,   8,   6,   6,   5,   7,   6,   6,   6,   6,   7
   1,   2,   1,   2,   2,   2,   3,   3,   2,   2,   3,   3,   3,   3,   3,   3,   3,   3,   3
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   4,   4,   5,   5,   6,   6,   6,   6,   6,   6,   6,   7,   5,   7,   7,   6,   7,   8,   7
   5,   5,   6,   6,   8,   7,  10,   9,  11,   8,   8,   7,   9,  13,   9,  11,  10,  10,  10
   4,   3,   7,   6,   7,   7,   8,   8,   7,   9,   8,   7,   7,   8,   8,   8,   8,   8,  11
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,   2,   2,   3,   4,   3,   3,   3,   3,   3,   3,   4,   4,   4,   4,   4,   4,   4,   4
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   3,   5,   3,   4,   4,   4,   5,   5,   5,   4,   5,   5,   4,   5,   5,   5,   5,   5,   5
   2,   3,   3,   4,   5,   4,   5,   4,   5,   5,   5,   5,   5,   5,   5,   5,   7,   6,   5
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   7,   7,   7,   8,   8,   8,  14,  12,   9,   8,  12,   9,  12,  14,   9,   9,  14,  14,   9
   5,   5,   5,   6,   7,   6,   7,   7,   7,   6,   7,   8,   7,   8,   8,   8,   7,   8,   8
   3,   4,   4,   5,   6,   5,   4,   5,   6,   6,   6,   7,   6,   7,   8,   6,   6,   7,   8
   6,   3,   3,   4,   4,   6,   5,   5,   6,   8,   5,   5,   5,   6,   6,   5,   7,   6,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   4,   4,   4,   4,   5,   5,   5,   5,   5,   5,   5,   6,   6,   6,   6,   6,   6,   6,   6
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   4,   4,   4,   7,   7,   7,   6,   6,   7,   6,   6,   7,   7,   8,   8,   6,   7,   8,   7
   8,  10,   9,   9,  10,  10,  10,  10,  11,  10,  11,  11,  11,  12,  12,  12,  11,  11,  12
   1,   1,   1,   2,   2,   2,   2,   2,   2,   2,   2,   3,   2,   3,   3,   3,   3,   3,   4
   1,   1,   1,   3,   2,   2,   4,   2,   3,   3,   3,   3,   5,   4,   3,   3,   3,   3,   4
   4,   4,   4,   6,   6,   6,   8,   5,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   3,   5,   5,   7,   6,   6,   5,   0,   6,   6,   5,   6,   6,   6,   6,   7,   6,   6,   7
   0,   0,   0,   0,   1,   0,   1,   1,   1,   1,   1,   1,   1,   1,   2,   2,   1,   1,   2
   7,   8,   8,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,  10,  10,  10,  10,  10,  12
   3,   2,   2,   3,   4,   4,   3,   4,   4,   4,   4,   4,   4,   5,   5,   5,   5,   5,   5
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   5,   4,   6,   6,   5,  15,  12,   6,   6,  12,   7,  12,  14,   7,   7,  15,  15,   8
   1,   1,   1,   1,   1,   2,   1,   1,   2,   2,   2,   2,   3,   2,   2,   2,   2,   2,   3
   5,   4,   5,   6,   6,   6,   6,   6,   7,   7,   6,   7,   6,   7,   7,   7,   7,   7,   7
   4,   4,   4,  12,   6,   6,   5,   6,   6,   7,   7,   6,   7,   7,   7,   7,   6,   8,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   7,   7,   8,   9,   9,   9,   9,   9,   9,   9,   9,  10,   9,  10,  11,  10,  10,  10,  11
   7,   5,   5,   6,   6,   7,   6,   6,   6,   7,   6,   7,   6,   8,   7,   7,   7,   7,   7
   1,   1,   1,   2,   2,   2,   2,   1,   2,   2,   2,   3,   2,   3,   3,   3,   3,   3,   3
   1,   1,   2,   2,   2,   3,   3,   3,   3,   4,   4,   3,   6,   4,   4,   3,   3,   4,   5
   5,   5,   6,   7,   7,   7,   7,   7,   8,   7,   7,   8,   7,   8,   9,   8,   8,   8,   9
   3,   3,   4,   3,   4,   4,   6,   6,   6,   5,   7,   5,   8,   7,   7,   7,   7,   7,   8
   4,   4,   4,   5,   6,   5,   5,   6,   7,   6,   6,   7,   6,   7,   8,   7,   7,   6,   8
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   1,   1,   2,   3,   2,   2,   2,   3,   4,   2,   5,   2,   4,   4,   3,   3,   3,   4
   1,   2,   2,   2,   3,   3,   3,   3,   3,   3,   3,   4,   3,   4,   4,   4,   4,   4,   4
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   1,   1,   2,   2,   2,   3,   3,   3,   3,   0,   3,   3,   4,   6,   4,   4,   4,   4
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,   2,   2,   3,   3,   3,   3,   3,   3,   3,   4,   4,   4,   4,   4,   4,   4,   4,   5
   2,   2,   2,   3,   3,   4,   3,   3,   5,   4,   4,   4,   4,   4,   4,   4,   4,   4,   4
   3,   3,   3,   4,   6,   4,   6,   4,   4,   5,   4,   5,   4,   4,   4,   4,   4,   7,   5
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
