   6,  24,  24,  24,  29,  24,  24,  24,  24,  24,  24,  24,  24,  24,  24,  24,  24,  24,  24,  24
  17,  17,  17,  17,   8,  17,  17,  15,   8,  15,  15,  15,  15,  15,   8,  15,  15,  15,   8,  15
   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6
  29,  29,  29,  29,  20,  29,  29,  30,  29,  29,  29,  29,  20,  20,  29,  20,  20,  20,  29,  29
  18,  18,  18,  18,  18,  18,  18,  18,   9,  18,  18,  18,  18,  18,   9,  18,  18,  18,   9,  18
   2,   2,   2,   2,   2,   2,   2,   1,   0,   2,   2,   2,   2,   2,   0,   2,   2,   2,   0,   2
   9,   9,   9,   9,  11,   9,   9,   3,  14,  11,   2,  11,  11,  11,  14,  11,  11,  11,  14,  11
   9,   9,   9,   9,  10,   9,   9,  10,  10,  10,   9,  10,  10,  10,  10,  10,  10,  10,  10,  10
  10,  10,  10,  10,  25,  10,  10,  25,  25,  25,  10,  25,  25,  25,  25,  25,  25,  25,  25,  25
   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   1,   1,   1,   3,   1,   1,   3,   3,   3,   0,   3,   3,   3,   3,   3,   3,   3,   3,   3
   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9
   3,   3,   3,   3,   6,   3,   3,   0,   0,   6,   3,   6,   6,   6,   6,   6,   6,   6,   6,   6
   7,   7,   7,   7,   0,   7,   7,   0,   0,   0,   7,   0,   0,   0,   0,   0,   0,   0,   0,   0
   7,   7,   7,   7,   5,   7,   7,   5,   5,   5,   7,   5,   5,   5,   5,   5,   5,   5,   5,   5
   3,   3,   3,   3,   1,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3
   7,   7,   1,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7
   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
   1,   6,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
  10,  10,  10,  10,   0,  10,  10,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9
   9,   9,   9,   9,  17,   9,   9,  17,  17,  17,  17,  17,  17,  17,  17,  17,  17,  17,  17,  17
   7,   7,   7,   7,   3,   7,   7,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
  15,  15,  15,  15,  15,  15,  15,  18,  18,  18,  18,   9,  18,  18,  18,  18,  18,  18,  18,  18
   7,   7,   7,   7,   5,   7,   7,   5,   9,   5,  10,   5,   5,   5,   5,   5,   5,   5,   5,   5
   2,   2,   2,   2,   8,   2,   2,  17,  17,  17,  14,   8,  17,  17,  17,  17,  17,  17,  17,  17
   0,   0,   0,   0,   2,   0,   0,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   3,   2,   3,   3,   1,   3,   3,   3,   3,   3
   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   6,   8,   8,   8,   8,   8,   8,   8,   8
   2,   2,   2,   2,   6,   2,   2,   6,   6,   6,   6,   1,   6,   6,   6,   6,   6,   6,   6,   6
   4,   4,   4,   4,   5,   4,   4,   2,   2,   2,   2,   4,   2,   2,   2,   2,   2,   2,   2,   2
   7,   7,   7,   7,   8,   7,   7,   8,   8,   8,   8,   7,   8,   8,   8,   8,   8,   8,   8,   8
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   8,   8,   8,   8,  10,   8,   8,   4,   4,   4,   4,   8,   4,   4,   4,   4,   4,   4,   4,   4
   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   5,   5,   5,   5,   0,   5,   5,   5,   5,   5,   5,   5,   5
   7,   9,   7,   7,   7,   7,   7,   4,   4,   4,   4,   6,   4,   4,   4,   4,   4,   4,   4,   4
  10,  10,  10,  10,   0,  10,  10,   7,   7,   7,   7,   4,   7,   7,   7,   7,   7,   7,   7,   7
   0,   0,   0,   0,   0,   0,   0,   3,   3,   3,   3,   0,   3,   3,   3,   3,   3,   3,   3,   3
  20,  20,  20,  20,  20,  20,  20,   2,   2,   2,   2,  24,   2,   2,   2,   2,   2,   2,   2,   2
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   7,   7,  11,   7,   7,  18,  18,  18,  18,  18,  18,   9,  18,  18,  18,  18,  18,  18,  18,  18
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   5,   5,   5,   5,   5,   7,   7,   7,   7,   7,   7,   1,   7,   7,   7,   7,   7,   7,   7,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,   2,   2,  13,  13,   2,   2,   2,   2,   2,   2,  13,   2,   2,   2,   2,   2,   2,   2,   2
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   8,   8,   8,   2,   8,   1,   1,   1,   1,   1,   8,   2,   8,   8,   1,   1,   8,   1,   1,   1
   4,   4,   4,   1,   4,   4,   4,   4,   4,   4,   4,   4,   4,   4,   4,   4,   4,   4,   4,   4
   0,   0,   0,   3,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,   2,   3,   1,   2,   8,   8,   8,   8,   8,   2,   2,   2,   2,   8,   8,   2,   8,   8,   8
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   4,   4,   4,   4,   1,   1,   1,   1,   1,   1,   4,   4,   4,   4,   1,   1,   1,   1,   1,   1
   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   0,   3,   3,   3,   3,   3,   3,   3
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   9,   9,   8,   1,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0
   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
   1,   1,   0,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0
   6,   6,   6,   1,   6,   6,   6,   6,   6,   6,   6,   1,   6,   6,   6,   6,   6,   6,   6,   6
   7,   7,  10,   5,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7
   9,   9,   5,   8,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5
  10,  10,  10,   8,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   8,   8,  13,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8
  14,  14,  14,  14,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20,  20
   9,   9,   3,   3,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   9,   9,   1,   7,  11,  11,  11,  11,  11,  11,  11,  11,   1,  11,  11,  11,  11,  11,  11,  11
   5,   5,   7,   9,  12,   7,   7,   7,   7,   7,   7,   7,  15,   7,   7,   7,   7,   7,   7,   7
   8,   7,   8,   8,   9,   8,   8,   8,  16,  16,   3,   3,   8,   3,  16,   3,   8,   8,  16,   8
   7,   7,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8
   2,   2,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
  10,  10,   1,   4,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1
   2,   2,   3,   2,   3,   3,   3,   3,   3,   3,   0,   0,   0,   0,   3,   0,   3,   3,   3,   3
   1,   1,   4,   1,   4,   4,   4,   4,   4,   4,   4,   4,   9,   4,   4,   4,   4,   4,   4,   4
   5,   5,  12,  12,   9,   9,   9,   9,   9,   9,   9,   9,  10,   9,   9,   9,   9,   9,   9,   9
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   1,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   7,   3,  10,   5,   6,   9,   9,   9,   3,   6,   9,   7,   7,   7,  10,   7,   9,   9,  10,   3
   9,   9,   2,   2,   2,   6,   6,   6,   2,   2,   6,   2,   2,   2,   2,   2,   6,   6,   2,   2
   1,   1,   6,   0,   1,   0,   0,   0,   1,   1,   0,   1,   1,   1,   0,   1,   0,   0,   4,   1
   7,   7,   7,  10,   7,  10,  10,  10,   7,   7,   5,   4,   4,   4,   7,   4,  10,  10,   7,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
  10,  10,  10,   7,   8,   8,   8,   8,   8,   8,   8,  20,  18,  10,  20,  20,  10,   8,  11,   8
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,   2,   3,  10,   7,   7,   7,   7,   7,   7,   7,   3,   3,   3,   7,   3,   7,   7,   3,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   1,  13,   1,   9,   9,   9,   9,   9,   9,  19,   7,  20,   7,  18,   7,  18,  20,  20,   9
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   3,   3,   8,   6,   8,   3,   3,   3,   8,   8,   3,  12,  11,  12,   8,  10,   8,  12,  11,   8
   5,   5,   7,   4,   5,   5,   5,   5,   5,   5,   5,   4,  12,   4,   5,   4,   5,   4,   3,   5
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
  12,  12,  14,  15,  16,  17,  17,  17,  20,  21,  22,  23,  24,  25,  26,  27,  28,  29,  30,  31
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,   2,   6,   2,   7,   2,   2,   2,  11,   7,   7,  11,   0,   7,   7,   7,   7,   7,   7,   7
   1,   1,   6,   1,   0,   1,   1,   1,   1,   3,   1,   1,   3,   0,   3,   1,   0,   3,   1,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   1,   0,   9,   0,   0,   0,   0,   0,   0,   0,   0,   9,   0,   0,   9,   0,   0,   9
   9,   9,   4,   9,  17,  19,  19,  19,   9,   9,  11,  19,  19,  17,  19,  19,  17,  19,  19,  17
   2,   2,   8,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   1,   1,   7,   4,  10,   1,   1,   1,   0,   7,   4,   1,   1,  10,  10,  10,  10,   7,   1,  10
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   3,   2,   8,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2
   3,   3,   3,   3,   6,   3,   3,   3,   3,   3,   3,   6,   3,   6,   3,   6,   6,   3,   6,   6
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
  18,  18,   8,   8,  15,   5,   5,   5,   5,   8,   8,  15,   1,  15,   8,  15,  15,   1,  15,  15
   1,   1,   6,   1,   1,  10,  10,  10,  10,   6,   6,   1,   6,   1,   6,   1,   1,   6,   1,   1
  10,  15,   8,  10,  10,  10,  10,  10,  10,   8,   8,  10,   8,  10,   8,  10,  10,   8,  10,  10
   7,   7,  10,   7,   7,   7,   7,   7,   7,   6,   6,   7,   6,   7,   7,   7,   7,   7,   7,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   7,   7,   4,   7,   7,   7,   7,   7,   7,   9,   4,   7,   9,   7,   7,   7,   7,   7,   7,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
  10,  10,  10,  16,  10,  16,  16,  16,  10,  10,  10,  10,  10,  10,  10,  10,  10,  10,  10,  10
   3,   3,  15,  11,   3,  11,  11,  11,   3,   2,   3,   3,   5,   3,   3,   3,   3,   3,   3,   3
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   2,  11,   5,   2,   5,   2,   2,   2,   5,   5,   2,   5,   5,   2,   5,   2,   5,   2,   2,   5
   5,  11,  21,   9,  21,   9,   9,   9,  21,  21,  11,  21,  29,  21,  21,  21,  21,  21,  21,  21
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
  10,  10,  10,  10,   1,  10,  10,  10,   1,  10,  10,  10,  10,   1,   1,   1,   1,   1,   7,   1
   0,   0,   0,   0,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   1,   1,   1,   0,   1
   6,   7,   6,   6,  10,   6,   6,   6,   9,   6,  18,   6,   6,   9,   9,   9,   9,   9,   6,   9
  10,   5,   3,   3,   1,   3,   3,   3,   1,   1,   1,   3,   1,   1,   1,   1,   1,   1,   3,   1
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
  13,   8,   7,  13,   7,  13,  12,   7,   7,   7,  13,   7,   7,   7,   7,   7,   7,   7,   7,   7
   2,   5,   0,   5,   0,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   7,   7,   3,   4,   3,   4,   3,   3,   3,   2,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3
   8,   9,   8,  13,   9,  13,   8,   6,   9,   9,   9,  14,   8,   8,   9,   8,   9,   8,   9,   9
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
  13,  12,   0,   3,   6,   3,  11,   4,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6,   6
  16,  16,  16,  16,  16,  16,   8,  16,  16,  16,  16,  16,  16,  16,  16,  16,  16,  16,  16,  16
   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   7,   7,   0,   7,   7,   7,   0,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7,   7
   8,   8,   4,   8,  26,   8,  10,  26,  26,  26,  26,  26,  26,  27,  26,  27,  26,  27,  26,  26
   9,   9,   9,   9,   9,   9,   8,   9,   9,   9,   9,   9,   9,   9,  15,   9,   9,   9,   9,   9
   2,   2,   2,   6,   8,   6,   8,   0,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8,   8
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
